"","Cell","Batch","Group","ExpLibSize"
"Cell1468","Cell1468","Batch1","Group2",75936.5208999668
"Cell1469","Cell1469","Batch1","Group1",39571.864729013
"Cell1470","Cell1470","Batch1","Group5",42450.3554243536
"Cell1471","Cell1471","Batch1","Group2",59237.7152881196
"Cell1472","Cell1472","Batch1","Group3",53361.4441123624
"Cell1473","Cell1473","Batch1","Group1",63605.2231003296
"Cell1474","Cell1474","Batch1","Group5",53384.4590063337
"Cell1475","Cell1475","Batch1","Group2",80767.0638872373
"Cell1476","Cell1476","Batch1","Group4",46549.4776703789
"Cell1477","Cell1477","Batch1","Group4",58851.4416986723
"Cell1478","Cell1478","Batch1","Group1",81716.0275579979
"Cell1479","Cell1479","Batch1","Group4",54449.6720772184
"Cell1480","Cell1480","Batch1","Group5",42734.7647253741
"Cell1481","Cell1481","Batch1","Group5",86556.5819320749
"Cell1482","Cell1482","Batch1","Group2",62595.1999640298
"Cell1483","Cell1483","Batch1","Group2",57623.832237473
"Cell1484","Cell1484","Batch1","Group2",50372.8643702697
"Cell1485","Cell1485","Batch1","Group3",54569.4899482975
"Cell1486","Cell1486","Batch1","Group1",75097.431865909
"Cell1487","Cell1487","Batch1","Group4",55568.1867884248
"Cell1488","Cell1488","Batch1","Group5",73677.4582139661
"Cell1489","Cell1489","Batch1","Group5",56048.3692913537
"Cell1490","Cell1490","Batch1","Group2",77262.029722869
"Cell1491","Cell1491","Batch1","Group1",56010.3856217448
"Cell1492","Cell1492","Batch1","Group2",78678.7850068169
"Cell1493","Cell1493","Batch1","Group2",51161.7089445357
"Cell1494","Cell1494","Batch1","Group1",68315.643786886
"Cell1495","Cell1495","Batch1","Group5",67600.2862704616
"Cell1496","Cell1496","Batch1","Group3",94003.7414982902
"Cell1497","Cell1497","Batch1","Group5",69736.9351236921
"Cell1498","Cell1498","Batch1","Group1",42615.6704461496
"Cell1499","Cell1499","Batch1","Group1",58550.276367058
"Cell1500","Cell1500","Batch1","Group1",57550.466497845
"Cell1501","Cell1501","Batch1","Group4",53828.694566711
"Cell1502","Cell1502","Batch1","Group2",55603.7907798981
"Cell1503","Cell1503","Batch1","Group1",75673.2389496058
"Cell1504","Cell1504","Batch1","Group2",54561.6451437576
"Cell1505","Cell1505","Batch1","Group4",56363.1468111026
"Cell1506","Cell1506","Batch1","Group2",79084.6580182167
"Cell1507","Cell1507","Batch1","Group3",54724.7784303263
"Cell1508","Cell1508","Batch1","Group5",50547.5119673895
"Cell1509","Cell1509","Batch1","Group5",59483.1508755954
"Cell1510","Cell1510","Batch1","Group2",61719.3777331359
"Cell1511","Cell1511","Batch1","Group5",79448.0693092205
"Cell1512","Cell1512","Batch1","Group2",41607.8363913312
"Cell1513","Cell1513","Batch1","Group5",60598.1621597677
"Cell1514","Cell1514","Batch1","Group1",75794.6825006916
"Cell1515","Cell1515","Batch1","Group1",56206.7991662824
"Cell1516","Cell1516","Batch1","Group1",69725.4061848942
"Cell1517","Cell1517","Batch1","Group3",54368.0947620164
"Cell1518","Cell1518","Batch1","Group5",69675.1269189354
"Cell1519","Cell1519","Batch1","Group4",50816.8463468216
"Cell1520","Cell1520","Batch1","Group3",85545.726830926
"Cell1521","Cell1521","Batch1","Group4",64164.7617284855
"Cell1522","Cell1522","Batch1","Group4",65202.3099691886
"Cell1523","Cell1523","Batch1","Group1",46085.6381525065
"Cell1524","Cell1524","Batch1","Group5",58596.069204344
"Cell1525","Cell1525","Batch1","Group1",76804.8401136191
"Cell1526","Cell1526","Batch1","Group2",65485.3940098552
"Cell1527","Cell1527","Batch1","Group1",55427.5414390655
"Cell1528","Cell1528","Batch1","Group4",60557.0219389199
"Cell1529","Cell1529","Batch1","Group1",67312.1040054909
"Cell1530","Cell1530","Batch1","Group4",54735.6891676381
"Cell1531","Cell1531","Batch1","Group1",51203.1845362826
"Cell1532","Cell1532","Batch1","Group5",82397.9937409285
"Cell1533","Cell1533","Batch1","Group3",43020.6774131275
"Cell1534","Cell1534","Batch1","Group5",50529.6729816118
"Cell1535","Cell1535","Batch1","Group2",58341.5271288405
"Cell1536","Cell1536","Batch1","Group1",54655.3022489978
"Cell1537","Cell1537","Batch1","Group2",58935.7993686885
"Cell1538","Cell1538","Batch1","Group4",74475.3133943465
"Cell1539","Cell1539","Batch1","Group5",46862.9467288244
"Cell1540","Cell1540","Batch1","Group2",74439.3017089899
"Cell1541","Cell1541","Batch1","Group4",103279.027725898
"Cell1542","Cell1542","Batch1","Group3",67759.625941211
"Cell1543","Cell1543","Batch1","Group2",54541.3581093844
"Cell1544","Cell1544","Batch1","Group2",46284.8652646796
"Cell1545","Cell1545","Batch1","Group1",70054.9383516045
"Cell1546","Cell1546","Batch1","Group1",67014.4536549015
"Cell1547","Cell1547","Batch1","Group4",67723.1613143347
"Cell1548","Cell1548","Batch1","Group1",58486.7388193648
"Cell1549","Cell1549","Batch1","Group4",59299.3627252527
"Cell1550","Cell1550","Batch1","Group4",58071.6470954551
"Cell1551","Cell1551","Batch1","Group5",62024.9300113396
"Cell1552","Cell1552","Batch1","Group2",72084.772261074
"Cell1553","Cell1553","Batch1","Group2",63745.804359202
"Cell1554","Cell1554","Batch1","Group1",64939.6937166798
"Cell1555","Cell1555","Batch1","Group3",47843.1483798744
"Cell1556","Cell1556","Batch1","Group4",53247.1672202132
"Cell1557","Cell1557","Batch1","Group1",64051.2837990088
"Cell1558","Cell1558","Batch1","Group3",66021.3905451087
"Cell1559","Cell1559","Batch1","Group1",55656.2923071386
"Cell1560","Cell1560","Batch1","Group1",55940.4313336594
"Cell1561","Cell1561","Batch1","Group5",56652.1445150247
"Cell1562","Cell1562","Batch1","Group3",40394.0475352555
"Cell1563","Cell1563","Batch1","Group5",71301.9500704807
"Cell1564","Cell1564","Batch1","Group1",69063.0675678419
"Cell1565","Cell1565","Batch1","Group2",69606.6518762322
"Cell1566","Cell1566","Batch1","Group2",63049.0072832271
"Cell1567","Cell1567","Batch1","Group1",52581.2380511309
"Cell1568","Cell1568","Batch1","Group5",56867.6049034996
"Cell1569","Cell1569","Batch1","Group1",57497.1865166831
"Cell1570","Cell1570","Batch1","Group1",69717.1419464867
"Cell1571","Cell1571","Batch1","Group3",44112.1498580463
"Cell1572","Cell1572","Batch1","Group2",86223.3761088634
"Cell1573","Cell1573","Batch1","Group4",60349.8774967303
"Cell1574","Cell1574","Batch1","Group5",64291.4999738619
"Cell1575","Cell1575","Batch1","Group1",58134.3985435871
"Cell1576","Cell1576","Batch1","Group4",39369.9222144763
"Cell1577","Cell1577","Batch1","Group1",57710.8874953092
"Cell1578","Cell1578","Batch1","Group5",84186.0321231184
"Cell1579","Cell1579","Batch1","Group2",83297.2356904135
"Cell1580","Cell1580","Batch1","Group3",78320.2483755396
"Cell1581","Cell1581","Batch1","Group1",79243.9861169816
"Cell1582","Cell1582","Batch1","Group4",58443.5179934008
"Cell1583","Cell1583","Batch1","Group1",63674.821221658
"Cell1584","Cell1584","Batch1","Group1",53951.8437052872
"Cell1585","Cell1585","Batch1","Group1",62961.1515648204
"Cell1586","Cell1586","Batch1","Group4",73279.1308394861
"Cell1587","Cell1587","Batch1","Group5",75142.0598248113
"Cell1588","Cell1588","Batch1","Group5",56814.2807462842
"Cell1589","Cell1589","Batch1","Group4",44326.9683816247
"Cell1590","Cell1590","Batch1","Group3",72055.6492386987
"Cell1591","Cell1591","Batch1","Group4",77217.5335563218
"Cell1592","Cell1592","Batch1","Group2",94643.4997363847
"Cell1593","Cell1593","Batch1","Group1",50422.0847118108
"Cell1594","Cell1594","Batch1","Group4",60657.9468865949
"Cell1595","Cell1595","Batch1","Group2",74065.3700730848
"Cell1596","Cell1596","Batch1","Group2",56092.0480470311
"Cell1597","Cell1597","Batch1","Group2",85416.5150035171
"Cell1598","Cell1598","Batch1","Group2",43101.5482336479
"Cell1599","Cell1599","Batch1","Group3",51201.8289698519
"Cell1600","Cell1600","Batch1","Group1",60059.7517523268
"Cell1601","Cell1601","Batch1","Group2",61026.3939149142
"Cell1602","Cell1602","Batch1","Group2",73001.4125123101
"Cell1603","Cell1603","Batch1","Group2",65228.4112125225
"Cell1604","Cell1604","Batch1","Group2",74880.0443421502
"Cell1605","Cell1605","Batch1","Group1",51640.8533898072
"Cell1606","Cell1606","Batch1","Group1",39624.9132192101
"Cell1607","Cell1607","Batch1","Group2",64728.2182341575
"Cell1608","Cell1608","Batch1","Group4",54335.0505998202
"Cell1609","Cell1609","Batch1","Group3",38372.1929829356
"Cell1610","Cell1610","Batch1","Group3",47226.6447605452
"Cell1611","Cell1611","Batch1","Group2",67645.5244691297
"Cell1612","Cell1612","Batch1","Group4",81050.6104196945
"Cell1613","Cell1613","Batch1","Group5",64370.8225861724
"Cell1614","Cell1614","Batch1","Group3",83256.3596318825
"Cell1615","Cell1615","Batch1","Group5",60955.3420126736
"Cell1616","Cell1616","Batch1","Group1",69266.7586552763
"Cell1617","Cell1617","Batch1","Group1",66901.1420930924
"Cell1618","Cell1618","Batch1","Group5",70915.1970140159
"Cell1619","Cell1619","Batch1","Group3",56263.6755457356
"Cell1620","Cell1620","Batch1","Group2",70984.3858538264
"Cell1621","Cell1621","Batch1","Group1",73510.6139797424
"Cell1622","Cell1622","Batch1","Group5",63783.6698339848
"Cell1623","Cell1623","Batch1","Group4",51765.6802678293
"Cell1624","Cell1624","Batch1","Group5",53606.1083336071
"Cell1625","Cell1625","Batch1","Group2",55677.5626733199
"Cell1626","Cell1626","Batch1","Group5",51017.3935116051
"Cell1627","Cell1627","Batch1","Group1",57978.6715816439
"Cell1628","Cell1628","Batch1","Group2",85580.2778412246
"Cell1629","Cell1629","Batch1","Group1",40570.2385368598
"Cell1630","Cell1630","Batch1","Group4",45822.8057905008
"Cell1631","Cell1631","Batch1","Group5",67876.1541644893
"Cell1632","Cell1632","Batch1","Group1",46914.425411276
"Cell1633","Cell1633","Batch1","Group3",52283.0659190217
"Cell1634","Cell1634","Batch1","Group5",63764.0241232792
"Cell1635","Cell1635","Batch1","Group2",71247.1525499817
"Cell1636","Cell1636","Batch1","Group2",71533.046573428
"Cell1637","Cell1637","Batch1","Group4",57567.5323586441
"Cell1638","Cell1638","Batch1","Group2",53092.5201456736
"Cell1639","Cell1639","Batch1","Group2",57829.7259571834
"Cell1640","Cell1640","Batch1","Group5",50110.8702533306
"Cell1641","Cell1641","Batch1","Group2",62961.0557644767
"Cell1642","Cell1642","Batch1","Group4",58311.3221888747
"Cell1643","Cell1643","Batch1","Group5",62270.6518101167
"Cell1644","Cell1644","Batch1","Group1",64513.1398803243
"Cell1645","Cell1645","Batch1","Group3",54843.3103466323
"Cell1646","Cell1646","Batch1","Group5",47604.5582264563
"Cell1647","Cell1647","Batch1","Group3",60995.4600062547
"Cell1648","Cell1648","Batch1","Group4",68336.7316588208
"Cell1649","Cell1649","Batch1","Group3",70835.3882359465
"Cell1650","Cell1650","Batch1","Group4",74697.4382245215
"Cell1651","Cell1651","Batch1","Group1",67401.9403165984
"Cell1652","Cell1652","Batch1","Group4",60335.1617059832
"Cell1653","Cell1653","Batch1","Group2",61623.4646355901
"Cell1654","Cell1654","Batch1","Group2",58627.9622098121
"Cell1655","Cell1655","Batch1","Group3",48583.6808635121
"Cell1656","Cell1656","Batch1","Group1",44495.6121151043
"Cell1657","Cell1657","Batch1","Group5",61888.0193827412
"Cell1658","Cell1658","Batch1","Group2",48648.9882170743
"Cell1659","Cell1659","Batch1","Group5",65573.168014827
"Cell1660","Cell1660","Batch1","Group4",68060.9915574179
"Cell1661","Cell1661","Batch1","Group3",92568.4475969307
"Cell1662","Cell1662","Batch1","Group3",68756.3866655507
"Cell1663","Cell1663","Batch1","Group4",61357.135388983
"Cell1664","Cell1664","Batch1","Group1",58206.1281855451
"Cell1665","Cell1665","Batch1","Group4",51251.2996260142
"Cell1666","Cell1666","Batch1","Group1",59652.5401802248
"Cell1667","Cell1667","Batch1","Group1",58538.0866683495
"Cell1668","Cell1668","Batch1","Group3",56191.066852908
"Cell1669","Cell1669","Batch1","Group4",58086.2344305883
"Cell1670","Cell1670","Batch1","Group4",65810.387745716
"Cell1671","Cell1671","Batch1","Group3",63532.1752783885
"Cell1672","Cell1672","Batch1","Group1",64656.1524507171
"Cell1673","Cell1673","Batch1","Group1",45835.6210394478
"Cell1674","Cell1674","Batch1","Group1",65579.8110762101
"Cell1675","Cell1675","Batch1","Group2",54659.2911576949
"Cell1676","Cell1676","Batch1","Group5",53242.5367055247
"Cell1677","Cell1677","Batch1","Group5",53847.613342219
"Cell1678","Cell1678","Batch1","Group2",70460.4274932013
"Cell1679","Cell1679","Batch1","Group1",54511.9211673888
"Cell1680","Cell1680","Batch1","Group2",51749.9201166523
"Cell1681","Cell1681","Batch1","Group2",56377.3489630108
"Cell1682","Cell1682","Batch1","Group1",82509.7884182303
"Cell1683","Cell1683","Batch1","Group5",60982.0907759625
"Cell1684","Cell1684","Batch1","Group2",72130.9855411189
"Cell1685","Cell1685","Batch1","Group1",64121.5883280203
"Cell1686","Cell1686","Batch1","Group1",57137.4959221869
"Cell1687","Cell1687","Batch1","Group1",68499.8994340969
"Cell1688","Cell1688","Batch1","Group3",73701.6881892977
"Cell1689","Cell1689","Batch1","Group1",78033.4610884281
"Cell1690","Cell1690","Batch1","Group3",64764.1999643164
"Cell1691","Cell1691","Batch1","Group1",60178.8947453599
"Cell1692","Cell1692","Batch1","Group4",57707.8178835128
"Cell1693","Cell1693","Batch1","Group4",62429.3967890786
"Cell1694","Cell1694","Batch1","Group1",70549.4547474418
"Cell1695","Cell1695","Batch1","Group2",78023.3949293987
"Cell1696","Cell1696","Batch1","Group5",72979.2041723362
"Cell1697","Cell1697","Batch1","Group3",59170.8374806876
"Cell1698","Cell1698","Batch1","Group2",59342.8100303762
"Cell1699","Cell1699","Batch1","Group5",68487.4047734002
"Cell1700","Cell1700","Batch1","Group5",51185.4528260136
"Cell1701","Cell1701","Batch1","Group2",49638.3407284321
"Cell1702","Cell1702","Batch1","Group5",65342.102129876
"Cell1703","Cell1703","Batch1","Group5",64360.1198920103
"Cell1704","Cell1704","Batch1","Group5",69848.7285429684
"Cell1705","Cell1705","Batch1","Group2",58709.8776290184
"Cell1706","Cell1706","Batch1","Group2",77477.4153943959
"Cell1707","Cell1707","Batch1","Group2",65298.0197049668
"Cell1708","Cell1708","Batch1","Group2",50068.5931752256
"Cell1709","Cell1709","Batch1","Group5",52404.7306855027
"Cell1710","Cell1710","Batch1","Group3",65051.0645895465
"Cell1711","Cell1711","Batch1","Group3",65690.3480819357
"Cell1712","Cell1712","Batch1","Group2",56583.3386084548
"Cell1713","Cell1713","Batch1","Group3",65647.1069284105
"Cell1714","Cell1714","Batch1","Group3",53245.646302527
"Cell1715","Cell1715","Batch1","Group3",96668.8851624808
"Cell1716","Cell1716","Batch1","Group2",57053.8289886422
"Cell1717","Cell1717","Batch1","Group1",50416.9674141453
"Cell1718","Cell1718","Batch1","Group3",66176.6669711579
"Cell1719","Cell1719","Batch1","Group2",61556.5470517281
"Cell1720","Cell1720","Batch1","Group3",54789.4019599111
"Cell1721","Cell1721","Batch1","Group4",53096.6146138237
"Cell1722","Cell1722","Batch1","Group5",68950.1440814304
"Cell1723","Cell1723","Batch1","Group3",45708.6674662247
"Cell1724","Cell1724","Batch1","Group1",47499.2801089108
"Cell1725","Cell1725","Batch1","Group1",84144.4439981611
"Cell1726","Cell1726","Batch1","Group3",62408.7575900222
"Cell1727","Cell1727","Batch1","Group4",77152.791404168
"Cell1728","Cell1728","Batch1","Group3",40532.5484869523
"Cell1729","Cell1729","Batch1","Group1",63367.220899537
"Cell1730","Cell1730","Batch1","Group5",52829.7863204747
"Cell1731","Cell1731","Batch1","Group1",67384.2298802175
"Cell1732","Cell1732","Batch1","Group1",80752.4856816705
"Cell1733","Cell1733","Batch1","Group2",59693.5507755294
"Cell1734","Cell1734","Batch1","Group4",77279.5468533883
"Cell1735","Cell1735","Batch1","Group5",55420.8223578029
"Cell1736","Cell1736","Batch1","Group2",81040.856972991
"Cell1737","Cell1737","Batch1","Group5",77575.6129488379
"Cell1738","Cell1738","Batch1","Group4",61888.8736339681
"Cell1739","Cell1739","Batch1","Group4",68717.7626314747
"Cell1740","Cell1740","Batch1","Group4",64142.5160923551
"Cell1741","Cell1741","Batch1","Group2",64089.2497928806
"Cell1742","Cell1742","Batch1","Group1",61851.4549051559
"Cell1743","Cell1743","Batch1","Group1",70077.1379176886
"Cell1744","Cell1744","Batch1","Group5",58563.8730033338
"Cell1745","Cell1745","Batch1","Group4",55213.2954391145
"Cell1746","Cell1746","Batch1","Group3",66106.5089967074
"Cell1747","Cell1747","Batch1","Group2",55077.6251189698
"Cell1748","Cell1748","Batch1","Group3",36544.6403437377
"Cell1749","Cell1749","Batch1","Group1",70838.9603427082
"Cell1750","Cell1750","Batch1","Group3",78461.8069774411
"Cell1751","Cell1751","Batch1","Group4",76461.2956849836
"Cell1752","Cell1752","Batch1","Group4",81143.0011173227
"Cell1753","Cell1753","Batch1","Group4",63357.697656271
"Cell1754","Cell1754","Batch1","Group4",43901.569646964
"Cell1755","Cell1755","Batch1","Group3",54488.2499369324
"Cell1756","Cell1756","Batch1","Group1",67303.8953055844
"Cell1757","Cell1757","Batch1","Group2",48832.622983293
"Cell1758","Cell1758","Batch1","Group5",59058.7309166383
"Cell1759","Cell1759","Batch1","Group4",52654.4974173503
"Cell1760","Cell1760","Batch1","Group3",69920.2678665188
"Cell1761","Cell1761","Batch1","Group5",60487.559699509
"Cell1762","Cell1762","Batch1","Group2",58929.7753485665
"Cell1763","Cell1763","Batch1","Group4",84421.0332443968
"Cell1764","Cell1764","Batch1","Group5",66036.6959989217
"Cell1765","Cell1765","Batch1","Group4",54591.7651149986
"Cell1766","Cell1766","Batch1","Group4",61820.5188332542
"Cell1767","Cell1767","Batch1","Group4",73579.8588745087
"Cell1768","Cell1768","Batch1","Group4",75057.258304511
"Cell1769","Cell1769","Batch1","Group5",65462.1877482017
"Cell1770","Cell1770","Batch1","Group1",61372.069001807
"Cell1771","Cell1771","Batch1","Group3",73391.8217271089
"Cell1772","Cell1772","Batch1","Group1",60353.4979192036
"Cell1773","Cell1773","Batch1","Group3",71087.1266908641
"Cell1774","Cell1774","Batch1","Group2",70353.983121377
"Cell1775","Cell1775","Batch1","Group3",52292.4497800641
"Cell1776","Cell1776","Batch1","Group1",45499.3566576758
"Cell1777","Cell1777","Batch1","Group2",68509.7814957895
"Cell1778","Cell1778","Batch1","Group2",66917.7932666902
"Cell1779","Cell1779","Batch1","Group2",55346.8619254074
"Cell1780","Cell1780","Batch1","Group5",57530.2937482671
"Cell1781","Cell1781","Batch1","Group3",65470.5269068857
"Cell1782","Cell1782","Batch1","Group4",68666.7357207986
"Cell1783","Cell1783","Batch1","Group3",71690.2998584035
"Cell1784","Cell1784","Batch1","Group3",65805.0727513465
"Cell1785","Cell1785","Batch1","Group3",63993.1163713454
"Cell1786","Cell1786","Batch1","Group1",72454.1519335657
"Cell1787","Cell1787","Batch1","Group2",69562.7036345377
"Cell1788","Cell1788","Batch1","Group3",63619.2224028878
"Cell1789","Cell1789","Batch1","Group2",62589.1361867538
"Cell1790","Cell1790","Batch1","Group5",79154.9665974422
"Cell1791","Cell1791","Batch1","Group1",107358.357984779
"Cell1792","Cell1792","Batch1","Group4",61170.3961032592
"Cell1793","Cell1793","Batch1","Group5",59080.9858339392
"Cell1794","Cell1794","Batch1","Group2",47637.4866109156
"Cell1795","Cell1795","Batch1","Group5",53216.7560844855
"Cell1796","Cell1796","Batch1","Group1",65887.5840558805
"Cell1797","Cell1797","Batch1","Group4",53744.2167528668
"Cell1798","Cell1798","Batch1","Group2",98685.8816251951
"Cell1799","Cell1799","Batch1","Group2",54211.8382563819
"Cell1800","Cell1800","Batch1","Group3",54911.4902876678
"Cell1801","Cell1801","Batch1","Group3",56652.8991655397
"Cell1802","Cell1802","Batch1","Group2",50469.0975200769
"Cell1803","Cell1803","Batch1","Group3",80578.735110908
"Cell1804","Cell1804","Batch1","Group4",43501.0461938094
"Cell1805","Cell1805","Batch1","Group4",64537.3738619219
"Cell1806","Cell1806","Batch1","Group5",78076.8478482109
"Cell1807","Cell1807","Batch1","Group4",44798.4557901395
"Cell1808","Cell1808","Batch1","Group2",74794.3337363117
"Cell1809","Cell1809","Batch1","Group1",52284.7752448521
"Cell1810","Cell1810","Batch1","Group5",52941.9534109758
"Cell1811","Cell1811","Batch1","Group3",57075.3208931044
"Cell1812","Cell1812","Batch1","Group2",46313.9282274132
"Cell1813","Cell1813","Batch1","Group3",56761.1922949521
"Cell1814","Cell1814","Batch1","Group5",54029.3663047821
"Cell1815","Cell1815","Batch1","Group2",54305.9967158573
"Cell1816","Cell1816","Batch1","Group4",60175.5316367245
"Cell1817","Cell1817","Batch1","Group2",79556.1030290661
"Cell1818","Cell1818","Batch1","Group5",66500.890165621
"Cell1819","Cell1819","Batch1","Group1",89182.650465555
"Cell1820","Cell1820","Batch1","Group2",58323.6165800612
"Cell1821","Cell1821","Batch1","Group5",57363.8816725999
"Cell1822","Cell1822","Batch1","Group4",66699.6100164416
"Cell1823","Cell1823","Batch1","Group1",57621.4056672172
"Cell1824","Cell1824","Batch1","Group3",42961.6606839754
"Cell1825","Cell1825","Batch1","Group4",46906.5088893952
"Cell1826","Cell1826","Batch1","Group2",83062.4069567225
"Cell1827","Cell1827","Batch1","Group4",79125.9311589703
"Cell1828","Cell1828","Batch1","Group4",69709.1608916568
"Cell1829","Cell1829","Batch1","Group4",68966.8776241376
"Cell1830","Cell1830","Batch1","Group1",49750.3130878027
"Cell1831","Cell1831","Batch1","Group5",77427.1283346159
"Cell1832","Cell1832","Batch1","Group3",64976.2697901691
"Cell1833","Cell1833","Batch1","Group1",47929.6496768082
"Cell1834","Cell1834","Batch1","Group4",71056.1243889006
"Cell1835","Cell1835","Batch1","Group1",49955.9459184412
"Cell1836","Cell1836","Batch1","Group5",48813.9567090413
"Cell1837","Cell1837","Batch1","Group4",48693.1474788208
"Cell1838","Cell1838","Batch1","Group4",56427.1553694068
"Cell1839","Cell1839","Batch1","Group4",42140.6320511326
"Cell1840","Cell1840","Batch1","Group1",68120.3103887094
"Cell1841","Cell1841","Batch1","Group2",66022.8609638604
"Cell1842","Cell1842","Batch1","Group5",48559.798813561
"Cell1843","Cell1843","Batch1","Group1",77258.338702484
"Cell1844","Cell1844","Batch1","Group1",61449.3752918004
"Cell1845","Cell1845","Batch1","Group1",62578.7080508956
"Cell1846","Cell1846","Batch1","Group5",67238.0372736143
"Cell1847","Cell1847","Batch1","Group2",63778.5398997381
"Cell1848","Cell1848","Batch1","Group2",63264.4221900718
"Cell1849","Cell1849","Batch1","Group4",56539.6065419449
"Cell1850","Cell1850","Batch1","Group5",62396.7313363268
"Cell1851","Cell1851","Batch1","Group2",68865.7223624077
"Cell1852","Cell1852","Batch1","Group2",65739.7229859065
"Cell1853","Cell1853","Batch1","Group2",50347.8419806442
"Cell1854","Cell1854","Batch1","Group2",71468.3532380582
"Cell1855","Cell1855","Batch1","Group1",58037.3709195582
"Cell1856","Cell1856","Batch1","Group4",49555.7884499753
"Cell1857","Cell1857","Batch1","Group1",56800.3652156332
"Cell1858","Cell1858","Batch1","Group1",41655.5527811685
"Cell1859","Cell1859","Batch1","Group1",65630.8403118389
"Cell1860","Cell1860","Batch1","Group5",86350.7802858031
"Cell1861","Cell1861","Batch1","Group5",62092.9018875053
"Cell1862","Cell1862","Batch1","Group5",67620.0884247977
"Cell1863","Cell1863","Batch1","Group2",54259.6037936246
"Cell1864","Cell1864","Batch1","Group1",49428.7582227463
"Cell1865","Cell1865","Batch1","Group5",52599.651559053
"Cell1866","Cell1866","Batch1","Group4",56247.9961230097
"Cell1867","Cell1867","Batch1","Group3",65894.8678984039
"Cell1868","Cell1868","Batch1","Group2",68610.8288477888
"Cell1869","Cell1869","Batch1","Group4",60909.0521319372
"Cell1870","Cell1870","Batch1","Group4",59515.2669573332
"Cell1871","Cell1871","Batch1","Group4",66403.5151860479
"Cell1872","Cell1872","Batch1","Group1",56423.7434187967
"Cell1873","Cell1873","Batch1","Group4",61498.2601442992
"Cell1874","Cell1874","Batch1","Group4",71216.4529842257
"Cell1875","Cell1875","Batch1","Group5",57197.7453797705
"Cell1876","Cell1876","Batch1","Group2",56572.4260857786
"Cell1877","Cell1877","Batch1","Group3",59659.1246655883
"Cell1878","Cell1878","Batch1","Group3",59270.0348902103
"Cell1879","Cell1879","Batch1","Group3",58093.5837901652
"Cell1880","Cell1880","Batch1","Group2",62692.1612504405
"Cell1881","Cell1881","Batch1","Group4",77928.4243888362
"Cell1882","Cell1882","Batch1","Group4",41940.865575012
"Cell1883","Cell1883","Batch1","Group1",58383.2089136072
"Cell1884","Cell1884","Batch1","Group5",75316.7676361646
"Cell1885","Cell1885","Batch1","Group3",65868.7098259737
"Cell1886","Cell1886","Batch1","Group1",56890.4039036822
"Cell1887","Cell1887","Batch1","Group3",60993.5642115136
"Cell1888","Cell1888","Batch1","Group4",98912.0995277555
"Cell1889","Cell1889","Batch1","Group2",64951.1763114163
"Cell1890","Cell1890","Batch1","Group2",61613.3562618785
"Cell1891","Cell1891","Batch1","Group3",65042.8649930169
"Cell1892","Cell1892","Batch1","Group5",88435.3059080041
"Cell1893","Cell1893","Batch1","Group3",58690.9280301775
"Cell1894","Cell1894","Batch1","Group1",65629.2079809483
"Cell1895","Cell1895","Batch1","Group2",53914.2704878563
"Cell1896","Cell1896","Batch1","Group1",61160.0178359799
"Cell1897","Cell1897","Batch1","Group5",38909.1848945817
"Cell1898","Cell1898","Batch1","Group3",74460.0745583086
"Cell1899","Cell1899","Batch1","Group2",69293.1053660211
"Cell1900","Cell1900","Batch1","Group5",71075.284505144
"Cell1901","Cell1901","Batch1","Group4",77068.916857755
"Cell1902","Cell1902","Batch1","Group1",63662.8892405117
"Cell1903","Cell1903","Batch1","Group2",62215.8713225224
"Cell1904","Cell1904","Batch1","Group4",66434.6479434086
"Cell1905","Cell1905","Batch1","Group1",49372.6963782378
"Cell1906","Cell1906","Batch1","Group5",41314.6853777722
"Cell1907","Cell1907","Batch1","Group3",50399.446271985
"Cell1908","Cell1908","Batch1","Group4",50584.6634677262
"Cell1909","Cell1909","Batch1","Group1",64799.7554242741
"Cell1910","Cell1910","Batch1","Group4",45208.3187613111
"Cell1911","Cell1911","Batch1","Group3",45698.8920173734
"Cell1912","Cell1912","Batch1","Group4",53291.577738852
"Cell1913","Cell1913","Batch1","Group4",70214.3809884979
"Cell1914","Cell1914","Batch1","Group1",59119.2437726225
"Cell1915","Cell1915","Batch1","Group2",56857.6941203553
"Cell1916","Cell1916","Batch1","Group5",65689.5962132404
"Cell1917","Cell1917","Batch1","Group2",65122.5016022253
"Cell1918","Cell1918","Batch1","Group3",76669.7784518213
"Cell1919","Cell1919","Batch1","Group1",50857.15335954
"Cell1920","Cell1920","Batch1","Group2",69903.0769835558
"Cell1921","Cell1921","Batch1","Group2",48963.4684897346
"Cell1922","Cell1922","Batch1","Group3",51391.2651437224
"Cell1923","Cell1923","Batch1","Group1",53439.8624090748
"Cell1924","Cell1924","Batch1","Group4",74745.4421581509
"Cell1925","Cell1925","Batch1","Group5",52372.116025681
"Cell1926","Cell1926","Batch1","Group2",51139.5785285213
"Cell1927","Cell1927","Batch1","Group3",56591.5396959612
"Cell1928","Cell1928","Batch1","Group1",59851.1920492025
"Cell1929","Cell1929","Batch1","Group5",63578.6304200141
"Cell1930","Cell1930","Batch1","Group2",59508.2570723231
"Cell1931","Cell1931","Batch1","Group1",55914.8012106869
"Cell1932","Cell1932","Batch1","Group2",72150.1050895999
"Cell1933","Cell1933","Batch1","Group4",38157.7745256144
"Cell1934","Cell1934","Batch1","Group1",53380.0616149877
