"","Cell","Batch","Group","ExpLibSize"
"Cell3692","Cell3692","Batch1","Group10",94280.3766753132
"Cell3693","Cell3693","Batch1","Group9",51421.2984884985
"Cell3694","Cell3694","Batch1","Group9",65009.6272810048
"Cell3695","Cell3695","Batch1","Group4",58928.0836405419
"Cell3696","Cell3696","Batch1","Group9",73296.1515603992
"Cell3697","Cell3697","Batch1","Group7",69522.056219556
"Cell3698","Cell3698","Batch1","Group3",58703.7989431338
"Cell3699","Cell3699","Batch1","Group5",60731.0536616528
"Cell3700","Cell3700","Batch1","Group8",50956.7145387557
"Cell3701","Cell3701","Batch1","Group10",60373.6806798414
"Cell3702","Cell3702","Batch1","Group5",61578.1195283504
"Cell3703","Cell3703","Batch1","Group6",76815.2039528949
"Cell3704","Cell3704","Batch1","Group1",51456.3311520572
"Cell3705","Cell3705","Batch1","Group10",86363.7753463221
"Cell3706","Cell3706","Batch1","Group9",70488.7943836268
"Cell3707","Cell3707","Batch1","Group7",61693.9576970547
"Cell3708","Cell3708","Batch1","Group9",71112.6462609074
"Cell3709","Cell3709","Batch1","Group3",47350.9151802509
"Cell3710","Cell3710","Batch1","Group2",56407.001266787
"Cell3711","Cell3711","Batch1","Group10",60686.2473361639
"Cell3712","Cell3712","Batch1","Group2",57774.3766579781
"Cell3713","Cell3713","Batch1","Group8",45271.3227915881
"Cell3714","Cell3714","Batch1","Group3",56461.338974216
"Cell3715","Cell3715","Batch1","Group4",59058.419802976
"Cell3716","Cell3716","Batch1","Group4",41692.1539195514
"Cell3717","Cell3717","Batch1","Group4",58840.812305728
"Cell3718","Cell3718","Batch1","Group4",62708.9061987691
"Cell3719","Cell3719","Batch1","Group3",77325.099436857
"Cell3720","Cell3720","Batch1","Group9",45251.4777378669
"Cell3721","Cell3721","Batch1","Group6",47534.8305124179
"Cell3722","Cell3722","Batch1","Group6",70060.5537729625
"Cell3723","Cell3723","Batch1","Group10",44202.8733014309
"Cell3724","Cell3724","Batch1","Group5",59721.7745123681
"Cell3725","Cell3725","Batch1","Group9",72190.9656345971
"Cell3726","Cell3726","Batch1","Group10",46848.7593554651
"Cell3727","Cell3727","Batch1","Group5",45822.2341536433
"Cell3728","Cell3728","Batch1","Group2",68127.2423102961
"Cell3729","Cell3729","Batch1","Group9",52485.986116738
"Cell3730","Cell3730","Batch1","Group6",80983.60192604
"Cell3731","Cell3731","Batch1","Group2",50697.7324743656
"Cell3732","Cell3732","Batch1","Group10",71873.5067210271
"Cell3733","Cell3733","Batch1","Group9",63333.9371245269
"Cell3734","Cell3734","Batch1","Group10",72579.0369017631
"Cell3735","Cell3735","Batch1","Group1",69181.5271003165
"Cell3736","Cell3736","Batch1","Group6",46403.5228252779
"Cell3737","Cell3737","Batch1","Group10",71251.175124734
"Cell3738","Cell3738","Batch1","Group5",71228.7371500429
"Cell3739","Cell3739","Batch1","Group4",70628.544532201
"Cell3740","Cell3740","Batch1","Group5",41509.4359549116
"Cell3741","Cell3741","Batch1","Group4",67916.8183959503
"Cell3742","Cell3742","Batch1","Group5",48393.3111963405
"Cell3743","Cell3743","Batch1","Group5",67112.0143080084
"Cell3744","Cell3744","Batch1","Group5",78655.5582722581
"Cell3745","Cell3745","Batch1","Group3",61615.7388483407
"Cell3746","Cell3746","Batch1","Group2",82403.0639269194
"Cell3747","Cell3747","Batch1","Group1",66284.0370051618
"Cell3748","Cell3748","Batch1","Group6",67882.0787778862
"Cell3749","Cell3749","Batch1","Group2",48179.7758219145
"Cell3750","Cell3750","Batch1","Group7",68214.2986920743
"Cell3751","Cell3751","Batch1","Group6",79487.6885410391
"Cell3752","Cell3752","Batch1","Group4",61165.3670225988
"Cell3753","Cell3753","Batch1","Group6",54296.9614214719
"Cell3754","Cell3754","Batch1","Group3",62730.5997780025
"Cell3755","Cell3755","Batch1","Group6",56291.5034053855
"Cell3756","Cell3756","Batch1","Group2",40216.5763605555
"Cell3757","Cell3757","Batch1","Group6",61059.2403600596
"Cell3758","Cell3758","Batch1","Group5",79573.5289372103
"Cell3759","Cell3759","Batch1","Group10",69752.0653572951
"Cell3760","Cell3760","Batch1","Group1",75296.9238271007
"Cell3761","Cell3761","Batch1","Group5",56348.2786652938
"Cell3762","Cell3762","Batch1","Group4",62157.4429524153
"Cell3763","Cell3763","Batch1","Group1",61591.2291581924
"Cell3764","Cell3764","Batch1","Group4",52102.5643367727
"Cell3765","Cell3765","Batch1","Group10",59375.3784333226
"Cell3766","Cell3766","Batch1","Group1",78763.1285429031
"Cell3767","Cell3767","Batch1","Group10",62649.1418209741
"Cell3768","Cell3768","Batch1","Group2",53628.9606028724
"Cell3769","Cell3769","Batch1","Group2",48630.7009422399
"Cell3770","Cell3770","Batch1","Group7",69312.1907191861
"Cell3771","Cell3771","Batch1","Group4",74056.0754183286
"Cell3772","Cell3772","Batch1","Group9",53671.2218545951
"Cell3773","Cell3773","Batch1","Group7",60651.7976177869
"Cell3774","Cell3774","Batch1","Group5",74138.0517126829
"Cell3775","Cell3775","Batch1","Group3",62331.6049802381
"Cell3776","Cell3776","Batch1","Group10",43763.8957618551
"Cell3777","Cell3777","Batch1","Group3",50681.5581587121
"Cell3778","Cell3778","Batch1","Group9",87461.107718848
"Cell3779","Cell3779","Batch1","Group1",55416.7429327278
"Cell3780","Cell3780","Batch1","Group7",59235.3068852922
"Cell3781","Cell3781","Batch1","Group2",75264.8381260914
"Cell3782","Cell3782","Batch1","Group3",68031.7548531518
"Cell3783","Cell3783","Batch1","Group4",100317.349015775
"Cell3784","Cell3784","Batch1","Group8",53489.7164729891
"Cell3785","Cell3785","Batch1","Group9",50175.8232370897
"Cell3786","Cell3786","Batch1","Group5",64129.9078409319
"Cell3787","Cell3787","Batch1","Group6",58555.7425807553
"Cell3788","Cell3788","Batch1","Group3",94048.2575090087
"Cell3789","Cell3789","Batch1","Group3",50870.0598206567
"Cell3790","Cell3790","Batch1","Group7",44537.6327012653
"Cell3791","Cell3791","Batch1","Group1",67685.8844974774
"Cell3792","Cell3792","Batch1","Group9",49749.3609035753
"Cell3793","Cell3793","Batch1","Group8",74888.4153269846
"Cell3794","Cell3794","Batch1","Group6",63254.1961663768
"Cell3795","Cell3795","Batch1","Group2",58279.7382971929
"Cell3796","Cell3796","Batch1","Group10",51368.0586370255
"Cell3797","Cell3797","Batch1","Group5",67564.3675133094
"Cell3798","Cell3798","Batch1","Group2",85866.5438119353
"Cell3799","Cell3799","Batch1","Group1",67570.74364553
"Cell3800","Cell3800","Batch1","Group9",44814.6034359809
"Cell3801","Cell3801","Batch1","Group1",78362.3544375612
"Cell3802","Cell3802","Batch1","Group2",58577.6401501626
"Cell3803","Cell3803","Batch1","Group9",64148.7389073488
"Cell3804","Cell3804","Batch1","Group8",54081.7989261015
"Cell3805","Cell3805","Batch1","Group7",92767.7094268286
"Cell3806","Cell3806","Batch1","Group10",74226.8461893662
"Cell3807","Cell3807","Batch1","Group2",50765.175820053
"Cell3808","Cell3808","Batch1","Group7",69074.795233347
"Cell3809","Cell3809","Batch1","Group1",70443.5389689344
"Cell3810","Cell3810","Batch1","Group7",63228.8297279638
"Cell3811","Cell3811","Batch1","Group4",52594.9814698
"Cell3812","Cell3812","Batch1","Group2",93461.4695573873
"Cell3813","Cell3813","Batch1","Group8",42281.0013538843
"Cell3814","Cell3814","Batch1","Group3",80343.2697196264
"Cell3815","Cell3815","Batch1","Group3",63172.0271023174
"Cell3816","Cell3816","Batch1","Group9",67398.2266884362
"Cell3817","Cell3817","Batch1","Group9",46541.6157281344
"Cell3818","Cell3818","Batch1","Group2",50976.9006580846
"Cell3819","Cell3819","Batch1","Group2",66675.5833154727
"Cell3820","Cell3820","Batch1","Group6",57883.3607635588
"Cell3821","Cell3821","Batch1","Group1",55509.7440267643
"Cell3822","Cell3822","Batch1","Group8",63344.7099899099
"Cell3823","Cell3823","Batch1","Group4",87530.7670568821
"Cell3824","Cell3824","Batch1","Group5",49359.5663709164
"Cell3825","Cell3825","Batch1","Group9",63789.4334673352
"Cell3826","Cell3826","Batch1","Group3",54993.660104287
"Cell3827","Cell3827","Batch1","Group2",62226.3197329509
"Cell3828","Cell3828","Batch1","Group2",52958.8513385024
"Cell3829","Cell3829","Batch1","Group7",84409.1273839223
"Cell3830","Cell3830","Batch1","Group8",64853.3748740385
"Cell3831","Cell3831","Batch1","Group1",59802.2835357606
"Cell3832","Cell3832","Batch1","Group2",72699.2557693587
"Cell3833","Cell3833","Batch1","Group10",60035.0887330547
"Cell3834","Cell3834","Batch1","Group3",61738.9097575541
"Cell3835","Cell3835","Batch1","Group8",64475.4655811299
"Cell3836","Cell3836","Batch1","Group6",70208.698910663
"Cell3837","Cell3837","Batch1","Group5",55027.1066202738
"Cell3838","Cell3838","Batch1","Group3",67598.563403615
"Cell3839","Cell3839","Batch1","Group6",52865.0198986674
"Cell3840","Cell3840","Batch1","Group6",54425.3031818067
"Cell3841","Cell3841","Batch1","Group1",51838.642159671
"Cell3842","Cell3842","Batch1","Group10",63773.7139359849
"Cell3843","Cell3843","Batch1","Group5",68820.9062430098
"Cell3844","Cell3844","Batch1","Group7",83484.3022574043
"Cell3845","Cell3845","Batch1","Group4",53186.6615082825
"Cell3846","Cell3846","Batch1","Group7",52240.3174265688
"Cell3847","Cell3847","Batch1","Group4",61584.3281057206
"Cell3848","Cell3848","Batch1","Group1",60013.5272449114
"Cell3849","Cell3849","Batch1","Group3",60879.4759575564
"Cell3850","Cell3850","Batch1","Group6",63694.8959531537
"Cell3851","Cell3851","Batch1","Group8",60807.4014953946
"Cell3852","Cell3852","Batch1","Group8",60880.9256272463
"Cell3853","Cell3853","Batch1","Group7",48226.6619028928
"Cell3854","Cell3854","Batch1","Group2",44281.1791689704
"Cell3855","Cell3855","Batch1","Group10",61386.5878841251
"Cell3856","Cell3856","Batch1","Group7",73579.9547615991
"Cell3857","Cell3857","Batch1","Group8",62702.1232155472
"Cell3858","Cell3858","Batch1","Group4",58728.7886137947
"Cell3859","Cell3859","Batch1","Group3",66408.9371279626
"Cell3860","Cell3860","Batch1","Group2",59477.5227136263
"Cell3861","Cell3861","Batch1","Group5",58004.6064700237
"Cell3862","Cell3862","Batch1","Group10",54055.5653412664
"Cell3863","Cell3863","Batch1","Group7",49117.163556724
"Cell3864","Cell3864","Batch1","Group6",48251.46663681
"Cell3865","Cell3865","Batch1","Group1",53762.2704045836
"Cell3866","Cell3866","Batch1","Group10",68443.8117032249
"Cell3867","Cell3867","Batch1","Group3",70286.4320881701
"Cell3868","Cell3868","Batch1","Group3",79230.9621894566
"Cell3869","Cell3869","Batch1","Group6",54876.5132623789
"Cell3870","Cell3870","Batch1","Group2",55847.7673163303
"Cell3871","Cell3871","Batch1","Group9",64320.599459062
"Cell3872","Cell3872","Batch1","Group7",52691.0890421829
"Cell3873","Cell3873","Batch1","Group4",67378.045373202
"Cell3874","Cell3874","Batch1","Group10",55211.1569542757
"Cell3875","Cell3875","Batch1","Group5",58701.6992404749
"Cell3876","Cell3876","Batch1","Group1",79118.7774041114
"Cell3877","Cell3877","Batch1","Group4",75688.8484433998
"Cell3878","Cell3878","Batch1","Group10",42574.1601138009
"Cell3879","Cell3879","Batch1","Group2",65445.3497227002
"Cell3880","Cell3880","Batch1","Group10",54998.9913305201
"Cell3881","Cell3881","Batch1","Group2",46234.0233826979
"Cell3882","Cell3882","Batch1","Group4",83149.0225398698
"Cell3883","Cell3883","Batch1","Group6",43798.7406451208
"Cell3884","Cell3884","Batch1","Group8",62357.4308296804
"Cell3885","Cell3885","Batch1","Group2",34875.0230798732
"Cell3886","Cell3886","Batch1","Group5",60652.3336408808
"Cell3887","Cell3887","Batch1","Group7",57190.6587189477
"Cell3888","Cell3888","Batch1","Group8",69404.4930240504
"Cell3889","Cell3889","Batch1","Group9",61652.6058362511
"Cell3890","Cell3890","Batch1","Group3",73428.6011669834
"Cell3891","Cell3891","Batch1","Group4",49962.4933688644
"Cell3892","Cell3892","Batch1","Group5",57613.4219975426
"Cell3893","Cell3893","Batch1","Group6",48229.4424106429
"Cell3894","Cell3894","Batch1","Group2",53155.1648616491
"Cell3895","Cell3895","Batch1","Group4",57765.8872528281
"Cell3896","Cell3896","Batch1","Group7",54568.371410854
"Cell3897","Cell3897","Batch1","Group7",62827.0117324223
"Cell3898","Cell3898","Batch1","Group8",54558.7784877824
"Cell3899","Cell3899","Batch1","Group3",69028.6746611053
"Cell3900","Cell3900","Batch1","Group7",75112.8048210658
"Cell3901","Cell3901","Batch1","Group4",49907.15717945
"Cell3902","Cell3902","Batch1","Group4",65304.892270064
"Cell3903","Cell3903","Batch1","Group10",45520.729047102
"Cell3904","Cell3904","Batch1","Group6",61698.973781086
"Cell3905","Cell3905","Batch1","Group4",66569.9427466487
"Cell3906","Cell3906","Batch1","Group2",62854.317636175
"Cell3907","Cell3907","Batch1","Group10",48440.2992949596
"Cell3908","Cell3908","Batch1","Group6",72760.6101650677
"Cell3909","Cell3909","Batch1","Group7",61918.3534550816
"Cell3910","Cell3910","Batch1","Group2",61852.5497345054
"Cell3911","Cell3911","Batch1","Group4",78121.0341756284
"Cell3912","Cell3912","Batch1","Group6",44929.1040389622
"Cell3913","Cell3913","Batch1","Group4",64233.1106195003
"Cell3914","Cell3914","Batch1","Group1",57379.0050369823
"Cell3915","Cell3915","Batch1","Group8",49133.1840221889
"Cell3916","Cell3916","Batch1","Group9",62986.367933544
"Cell3917","Cell3917","Batch1","Group4",55791.2088826081
"Cell3918","Cell3918","Batch1","Group1",66454.7915273397
"Cell3919","Cell3919","Batch1","Group10",55267.4671300981
"Cell3920","Cell3920","Batch1","Group1",51723.4420276108
"Cell3921","Cell3921","Batch1","Group5",59438.8450339574
"Cell3922","Cell3922","Batch1","Group5",57445.5663235811
"Cell3923","Cell3923","Batch1","Group4",49131.8994773909
"Cell3924","Cell3924","Batch1","Group8",52721.6688198657
"Cell3925","Cell3925","Batch1","Group5",52263.8271581603
"Cell3926","Cell3926","Batch1","Group2",66026.5546638173
"Cell3927","Cell3927","Batch1","Group7",78367.1058293415
"Cell3928","Cell3928","Batch1","Group10",57880.2799884944
"Cell3929","Cell3929","Batch1","Group7",68244.4135375288
"Cell3930","Cell3930","Batch1","Group4",57662.7785947716
"Cell3931","Cell3931","Batch1","Group3",44646.8757106339
"Cell3932","Cell3932","Batch1","Group10",56314.0442773589
"Cell3933","Cell3933","Batch1","Group1",78790.8081013395
"Cell3934","Cell3934","Batch1","Group2",56797.9592771423
"Cell3935","Cell3935","Batch1","Group2",87030.4700462329
"Cell3936","Cell3936","Batch1","Group10",48020.9518040266
"Cell3937","Cell3937","Batch1","Group5",37872.9850725494
"Cell3938","Cell3938","Batch1","Group5",57503.9075898656
"Cell3939","Cell3939","Batch1","Group10",60246.1279948149
"Cell3940","Cell3940","Batch1","Group1",51984.3481282293
"Cell3941","Cell3941","Batch1","Group6",70459.5809069182
"Cell3942","Cell3942","Batch1","Group6",80482.3823044272
"Cell3943","Cell3943","Batch1","Group3",69492.6498326892
"Cell3944","Cell3944","Batch1","Group4",50380.6017312878
"Cell3945","Cell3945","Batch1","Group5",109509.093795399
"Cell3946","Cell3946","Batch1","Group8",72821.9416418446
"Cell3947","Cell3947","Batch1","Group3",64557.9832832199
"Cell3948","Cell3948","Batch1","Group6",80272.9397279255
"Cell3949","Cell3949","Batch1","Group10",91936.3403467998
"Cell3950","Cell3950","Batch1","Group4",52847.2996119653
"Cell3951","Cell3951","Batch1","Group9",63574.157514452
"Cell3952","Cell3952","Batch1","Group3",60403.7143588139
"Cell3953","Cell3953","Batch1","Group5",42391.5610405698
"Cell3954","Cell3954","Batch1","Group1",62037.9823153945
"Cell3955","Cell3955","Batch1","Group3",74389.2273219341
"Cell3956","Cell3956","Batch1","Group3",54158.0470197606
"Cell3957","Cell3957","Batch1","Group3",60959.5650247033
"Cell3958","Cell3958","Batch1","Group9",61241.6669006602
"Cell3959","Cell3959","Batch1","Group1",88201.9174624756
"Cell3960","Cell3960","Batch1","Group6",59144.0270010829
"Cell3961","Cell3961","Batch1","Group9",58557.0912850229
"Cell3962","Cell3962","Batch1","Group3",72092.3679880992
"Cell3963","Cell3963","Batch1","Group2",41612.4776306307
"Cell3964","Cell3964","Batch1","Group2",47039.8830044904
"Cell3965","Cell3965","Batch1","Group7",56320.9091189919
"Cell3966","Cell3966","Batch1","Group6",61349.9445748849
"Cell3967","Cell3967","Batch1","Group1",63854.3100959775
"Cell3968","Cell3968","Batch1","Group2",58498.7346490253
"Cell3969","Cell3969","Batch1","Group3",63130.5596105162
"Cell3970","Cell3970","Batch1","Group2",54065.1118285687
"Cell3971","Cell3971","Batch1","Group2",39153.1934211266
"Cell3972","Cell3972","Batch1","Group9",46859.7999576282
"Cell3973","Cell3973","Batch1","Group2",67447.1679559396
"Cell3974","Cell3974","Batch1","Group6",70098.8462920075
"Cell3975","Cell3975","Batch1","Group6",77145.8546820089
"Cell3976","Cell3976","Batch1","Group1",76151.0638100262
"Cell3977","Cell3977","Batch1","Group4",73149.4863450712
"Cell3978","Cell3978","Batch1","Group9",46742.4119876121
"Cell3979","Cell3979","Batch1","Group10",72782.4325004698
"Cell3980","Cell3980","Batch1","Group1",46513.1073923555
"Cell3981","Cell3981","Batch1","Group2",40370.732680853
"Cell3982","Cell3982","Batch1","Group8",52172.9913523232
"Cell3983","Cell3983","Batch1","Group4",48314.3937730212
"Cell3984","Cell3984","Batch1","Group10",47554.9041910534
"Cell3985","Cell3985","Batch1","Group10",45665.0082672105
"Cell3986","Cell3986","Batch1","Group8",59651.2208799233
"Cell3987","Cell3987","Batch1","Group6",49107.346753303
"Cell3988","Cell3988","Batch1","Group5",47293.585847049
"Cell3989","Cell3989","Batch1","Group4",62107.0427679598
"Cell3990","Cell3990","Batch1","Group10",46244.1160217197
"Cell3991","Cell3991","Batch1","Group7",65901.0586134831
"Cell3992","Cell3992","Batch1","Group6",49606.4513413519
"Cell3993","Cell3993","Batch1","Group5",76246.5087599345
"Cell3994","Cell3994","Batch1","Group10",52453.5743842688
"Cell3995","Cell3995","Batch1","Group5",50483.5450061077
"Cell3996","Cell3996","Batch1","Group4",67657.4407664354
"Cell3997","Cell3997","Batch1","Group7",49478.2586115169
"Cell3998","Cell3998","Batch1","Group10",45595.0354869018
"Cell3999","Cell3999","Batch1","Group3",60529.5540351353
"Cell4000","Cell4000","Batch1","Group5",47046.4536627362
"Cell4001","Cell4001","Batch1","Group8",74153.1952767182
"Cell4002","Cell4002","Batch1","Group3",79775.9755226394
"Cell4003","Cell4003","Batch1","Group7",59212.7994843067
"Cell4004","Cell4004","Batch1","Group2",75613.6728699216
"Cell4005","Cell4005","Batch1","Group6",100734.65128978
"Cell4006","Cell4006","Batch1","Group1",64071.8539849937
"Cell4007","Cell4007","Batch1","Group5",66822.1633008075
"Cell4008","Cell4008","Batch1","Group8",65900.8657417844
"Cell4009","Cell4009","Batch1","Group8",58670.6009803756
"Cell4010","Cell4010","Batch1","Group6",45340.5087679813
"Cell4011","Cell4011","Batch1","Group4",61206.2655674476
"Cell4012","Cell4012","Batch1","Group9",57611.6825923522
"Cell4013","Cell4013","Batch1","Group4",62606.9488983779
"Cell4014","Cell4014","Batch1","Group7",62750.3264463838
"Cell4015","Cell4015","Batch1","Group8",67108.4067774538
"Cell4016","Cell4016","Batch1","Group2",81457.7748047822
"Cell4017","Cell4017","Batch1","Group7",52570.6658715888
"Cell4018","Cell4018","Batch1","Group2",63491.3831140279
"Cell4019","Cell4019","Batch1","Group3",53427.1638752296
"Cell4020","Cell4020","Batch1","Group6",72570.1739727503
"Cell4021","Cell4021","Batch1","Group4",74777.6546136676
"Cell4022","Cell4022","Batch1","Group5",74953.6774449521
"Cell4023","Cell4023","Batch1","Group2",48906.6083601651
"Cell4024","Cell4024","Batch1","Group3",58546.1380592371
"Cell4025","Cell4025","Batch1","Group7",69365.5267485944
"Cell4026","Cell4026","Batch1","Group8",63881.499243765
"Cell4027","Cell4027","Batch1","Group9",62126.8547583859
"Cell4028","Cell4028","Batch1","Group5",69576.1410278594
"Cell4029","Cell4029","Batch1","Group10",65223.7286743162
"Cell4030","Cell4030","Batch1","Group9",86148.0448620836
"Cell4031","Cell4031","Batch1","Group10",77631.0571438547
"Cell4032","Cell4032","Batch1","Group1",80113.1599272519
"Cell4033","Cell4033","Batch1","Group1",41306.8781450333
"Cell4034","Cell4034","Batch1","Group4",78003.3398986971
"Cell4035","Cell4035","Batch1","Group9",59987.6341775716
"Cell4036","Cell4036","Batch1","Group3",48440.9768081261
"Cell4037","Cell4037","Batch1","Group2",49598.870698124
"Cell4038","Cell4038","Batch1","Group7",68938.0980863506
"Cell4039","Cell4039","Batch1","Group6",45476.4690715186
"Cell4040","Cell4040","Batch1","Group1",45798.9615780295
"Cell4041","Cell4041","Batch1","Group7",42924.3500095343
"Cell4042","Cell4042","Batch1","Group2",53854.531347282
"Cell4043","Cell4043","Batch1","Group7",50465.8297989088
"Cell4044","Cell4044","Batch1","Group4",75786.9674102258
"Cell4045","Cell4045","Batch1","Group6",55708.2036802591
"Cell4046","Cell4046","Batch1","Group4",58173.2997903437
"Cell4047","Cell4047","Batch1","Group1",64583.8242586069
"Cell4048","Cell4048","Batch1","Group8",54164.5378394464
"Cell4049","Cell4049","Batch1","Group9",43219.2987952705
"Cell4050","Cell4050","Batch1","Group1",48302.0786811983
"Cell4051","Cell4051","Batch1","Group10",60233.5461045916
"Cell4052","Cell4052","Batch1","Group5",43970.919774124
"Cell4053","Cell4053","Batch1","Group2",54032.1456191208
"Cell4054","Cell4054","Batch1","Group5",44608.4182408853
"Cell4055","Cell4055","Batch1","Group2",47111.5593585634
"Cell4056","Cell4056","Batch1","Group2",43872.187465026
"Cell4057","Cell4057","Batch1","Group9",62876.7299172006
"Cell4058","Cell4058","Batch1","Group3",60057.2319152596
"Cell4059","Cell4059","Batch1","Group2",78328.9795453242
"Cell4060","Cell4060","Batch1","Group9",48950.2263126567
"Cell4061","Cell4061","Batch1","Group2",58085.8108615231
"Cell4062","Cell4062","Batch1","Group4",51077.5121508939
"Cell4063","Cell4063","Batch1","Group10",65136.5683421207
"Cell4064","Cell4064","Batch1","Group5",58841.351605904
"Cell4065","Cell4065","Batch1","Group9",57149.7309820421
"Cell4066","Cell4066","Batch1","Group5",74176.515666082
"Cell4067","Cell4067","Batch1","Group3",67457.3981849615
"Cell4068","Cell4068","Batch1","Group6",57237.5506180018
"Cell4069","Cell4069","Batch1","Group4",87487.5546449734
"Cell4070","Cell4070","Batch1","Group1",57417.4110276227
"Cell4071","Cell4071","Batch1","Group4",62354.9717054033
"Cell4072","Cell4072","Batch1","Group10",68162.2460146523
"Cell4073","Cell4073","Batch1","Group1",79441.832881975
"Cell4074","Cell4074","Batch1","Group1",48974.1281977862
"Cell4075","Cell4075","Batch1","Group2",54530.1104699113
"Cell4076","Cell4076","Batch1","Group2",47441.9237428534
"Cell4077","Cell4077","Batch1","Group6",59983.4643689938
"Cell4078","Cell4078","Batch1","Group5",83306.1465719194
"Cell4079","Cell4079","Batch1","Group9",62929.4987375152
"Cell4080","Cell4080","Batch1","Group10",66091.762658647
"Cell4081","Cell4081","Batch1","Group6",71436.7406014449
"Cell4082","Cell4082","Batch1","Group5",54071.9254057361
"Cell4083","Cell4083","Batch1","Group6",66558.7188598644
"Cell4084","Cell4084","Batch1","Group8",91716.7415860302
"Cell4085","Cell4085","Batch1","Group6",57125.8518838631
"Cell4086","Cell4086","Batch1","Group4",55994.7843070001
"Cell4087","Cell4087","Batch1","Group1",38985.6804370802
"Cell4088","Cell4088","Batch1","Group2",59733.9288269699
"Cell4089","Cell4089","Batch1","Group4",79353.7459022053
"Cell4090","Cell4090","Batch1","Group3",45906.6593495909
"Cell4091","Cell4091","Batch1","Group4",63232.6300817327
"Cell4092","Cell4092","Batch1","Group1",59665.4478271686
"Cell4093","Cell4093","Batch1","Group10",65676.6725578911
"Cell4094","Cell4094","Batch1","Group5",74705.7602385303
"Cell4095","Cell4095","Batch1","Group6",69068.7770442309
"Cell4096","Cell4096","Batch1","Group1",63635.287965494
"Cell4097","Cell4097","Batch1","Group1",53147.2051032407
"Cell4098","Cell4098","Batch1","Group10",53087.1815177648
"Cell4099","Cell4099","Batch1","Group8",79167.9966588358
"Cell4100","Cell4100","Batch1","Group9",55401.5979569793
"Cell4101","Cell4101","Batch1","Group9",58019.0845630756
"Cell4102","Cell4102","Batch1","Group1",65257.7481608105
"Cell4103","Cell4103","Batch1","Group1",63417.2029578345
"Cell4104","Cell4104","Batch1","Group2",51253.5777098849
"Cell4105","Cell4105","Batch1","Group4",75975.0349284202
"Cell4106","Cell4106","Batch1","Group4",51248.8886390899
"Cell4107","Cell4107","Batch1","Group1",85706.397912078
"Cell4108","Cell4108","Batch1","Group5",57214.0502521847
"Cell4109","Cell4109","Batch1","Group4",66332.0614159737
"Cell4110","Cell4110","Batch1","Group3",60213.5620074974
"Cell4111","Cell4111","Batch1","Group6",66135.2583496941
"Cell4112","Cell4112","Batch1","Group5",92058.2858076618
"Cell4113","Cell4113","Batch1","Group3",70152.2823498163
"Cell4114","Cell4114","Batch1","Group2",78867.2793125967
"Cell4115","Cell4115","Batch1","Group8",122225.155316121
"Cell4116","Cell4116","Batch1","Group2",70705.5962646787
"Cell4117","Cell4117","Batch1","Group8",32891.4544593566
"Cell4118","Cell4118","Batch1","Group9",44019.9251765387
"Cell4119","Cell4119","Batch1","Group2",51803.5479912535
"Cell4120","Cell4120","Batch1","Group7",53540.4620865649
"Cell4121","Cell4121","Batch1","Group2",101421.674174466
"Cell4122","Cell4122","Batch1","Group1",45254.182811262
"Cell4123","Cell4123","Batch1","Group9",64286.9330833916
"Cell4124","Cell4124","Batch1","Group5",72060.7695583009
"Cell4125","Cell4125","Batch1","Group6",59084.4118981423
"Cell4126","Cell4126","Batch1","Group5",46267.8908596972
"Cell4127","Cell4127","Batch1","Group2",60974.9922158284
"Cell4128","Cell4128","Batch1","Group5",54110.6153901814
"Cell4129","Cell4129","Batch1","Group5",52076.4905733061
"Cell4130","Cell4130","Batch1","Group3",57782.8675464547
"Cell4131","Cell4131","Batch1","Group8",69267.5456781884
"Cell4132","Cell4132","Batch1","Group7",61537.1212667233
"Cell4133","Cell4133","Batch1","Group3",48443.0808174773
"Cell4134","Cell4134","Batch1","Group3",77012.5130319952
"Cell4135","Cell4135","Batch1","Group7",76221.7464116668
"Cell4136","Cell4136","Batch1","Group8",59362.7809597221
"Cell4137","Cell4137","Batch1","Group4",50953.6564995169
"Cell4138","Cell4138","Batch1","Group6",78816.1289654866
"Cell4139","Cell4139","Batch1","Group1",65862.2075761555
"Cell4140","Cell4140","Batch1","Group9",37233.8405359729
"Cell4141","Cell4141","Batch1","Group7",58333.9625085926
"Cell4142","Cell4142","Batch1","Group10",57446.1785340521
"Cell4143","Cell4143","Batch1","Group9",56199.384832762
"Cell4144","Cell4144","Batch1","Group5",72943.9079479934
"Cell4145","Cell4145","Batch1","Group1",60129.73738804
"Cell4146","Cell4146","Batch1","Group5",64740.6808014575
"Cell4147","Cell4147","Batch1","Group10",67870.0854186352
"Cell4148","Cell4148","Batch1","Group6",86287.4314003372
"Cell4149","Cell4149","Batch1","Group6",51890.6281465917
"Cell4150","Cell4150","Batch1","Group4",60530.2546034658
"Cell4151","Cell4151","Batch1","Group5",71352.8458187142
"Cell4152","Cell4152","Batch1","Group1",57731.7597931242
"Cell4153","Cell4153","Batch1","Group8",57108.2352065137
"Cell4154","Cell4154","Batch1","Group6",61058.196388917
"Cell4155","Cell4155","Batch1","Group5",49079.3581845961
"Cell4156","Cell4156","Batch1","Group10",64188.0254132462
"Cell4157","Cell4157","Batch1","Group10",49665.5063975348
"Cell4158","Cell4158","Batch1","Group8",82339.6925409048
